customer_id,age,tenure_months,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_failures,support_tickets,avg_resolution_time,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,referral_count,churn,tenure_segment,gender_Male,country_Bangladesh,country_Canada,country_Germany,country_India,country_UK,country_USA,city_Delhi,city_Dhaka,city_London,city_New York,city_Sydney,city_Toronto,customer_segment_Individual,customer_segment_SME,signup_channel_Referral,signup_channel_Web,contract_type_Quarterly,contract_type_Yearly,payment_method_Card,payment_method_PayPal,discount_applied_Yes,price_increase_last_3m_Yes,complaint_type_Service,complaint_type_Technical,survey_response_Satisfied,survey_response_Unsatisfied
CUST_00021,70,5,21,7,22.010395319376588,6,0.05,0,30,150,1,0,32.14156915876213,3.0,0,0.32,0.3,-12,1,0,0-6 months,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
CUST_00022,54,48,32,6,14.493707850010871,2,-0.28,3,10,480,2,0,18.325894230925428,5.0,2,0.81,0.36,25,1,0,24+ months,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
CUST_00023,26,55,21,5,20.270804267021244,3,0.04,2,70,3850,0,2,22.11248788096376,4.0,1,0.85,0.41,22,0,0,24+ months,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False
CUST_00024,32,29,23,2,10.579038891079623,3,-0.04,16,30,870,1,0,7.510576743122932,4.0,0,0.62,0.14,18,0,0,24+ months,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
CUST_00025,20,28,29,1,27.014611022290183,3,0.13,11,50,1400,1,1,22.870343209463652,2.0,0,0.57,0.44,-3,0,0,24+ months,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
CUST_00026,46,23,3,2,18.530485715499985,5,-0.05,1,10,230,1,3,28.12195843508985,3.0,1,0.83,0.5,44,2,0,12-24 months,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False
CUST_00027,23,30,27,6,15.788155628849376,6,0.06,8,20,600,1,3,13.018917488324975,1.0,1,0.67,0.28,4,1,0,24+ months,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
CUST_00028,34,23,33,2,6.510632970876996,5,-0.03,28,30,690,0,0,28.82301279621892,3.0,0,0.31,0.38,68,1,0,12-24 months,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
CUST_00029,43,51,27,6,22.60695942001968,4,-0.14,8,10,510,1,0,29.16801122584152,4.0,1,0.23,0.04,34,1,0,24+ months,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
CUST_00030,38,41,23,3,7.405863696755413,4,0.04,6,10,410,0,1,27.26873149783884,4.0,1,0.68,0.37,38,0,0,24+ months,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False
CUST_00031,25,22,28,7,30.52033151327268,5,0.03,16,70,1540,0,1,24.020495392937654,5.0,0,0.58,0.48,-65,1,0,12-24 months,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST_00032,38,43,0,2,20.12920706749512,6,0.16,17,10,430,1,1,8.215345852025811,3.0,1,0.85,0.37,1,2,0,24+ months,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False
CUST_00033,74,12,18,4,5.868476305884711,6,0.24,4,30,360,0,1,19.83159490120358,4.0,1,0.11,0.17,-25,1,0,6-12 months,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
CUST_00034,28,27,7,6,16.49188560465506,4,0.36,1,70,1890,2,1,24.54622209579724,3.0,1,0.86,0.47,-36,1,0,24+ months,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True
CUST_00035,55,58,23,4,28.769626145819707,6,0.07,17,10,580,0,1,24.774432124096364,2.0,0,0.6,0.18,59,0,0,24+ months,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
CUST_00036,25,59,9,2,14.90516155537365,5,0.08,14,70,4130,1,0,23.51186036939556,3.0,0,0.52,0.09,74,1,0,24+ months,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
CUST_00037,59,40,28,5,12.492295115448368,5,0.06,11,20,800,2,1,26.817294249167237,2.0,0,0.44,0.17,28,0,1,24+ months,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False
CUST_00038,41,46,15,7,17.17599674334633,4,-0.1,6,70,3220,1,2,16.19442675664146,5.0,0,0.28,0.31,-12,0,0,24+ months,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
CUST_00039,52,49,7,5,9.71745806085167,4,-0.04,1,30,1470,0,1,26.0109118945919,5.0,0,0.59,0.44,-51,1,0,24+ months,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
CUST_00040,72,52,10,5,24.339220025023657,3,0.09,15,10,520,1,1,22.91113436382605,2.0,0,0.29,0.18,30,1,0,24+ months,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
CUST_00041,31,15,6,7,9.006143751173141,6,0.2,2,30,450,0,0,26.21135509228189,3.0,1,0.14,0.22,15,1,0,12-24 months,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST_00042,72,47,19,7,18.023546761673483,11,0.2,2,30,1410,1,0,36.25818442735974,3.0,0,0.6,0.35,55,1,0,24+ months,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True
CUST_00043,31,23,26,0,23.754851640109614,5,-0.01,1,30,690,0,2,18.490502640880678,2.0,0,0.28,0.02,-5,3,0,12-24 months,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False
CUST_00044,27,44,13,4,15.393576161501317,3,-0.1,21,50,2200,0,2,37.28779351559047,3.0,0,0.15,0.43,-17,0,0,24+ months,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False
CUST_00045,29,41,5,1,24.03688813013394,7,0.24,6,100,4100,0,0,42.10783620671764,4.0,0,0.56,0.08,9,5,0,24+ months,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
CUST_00046,55,44,19,0,13.679665271423076,7,-0.07,1,20,880,1,1,21.73458584857025,4.0,1,0.76,0.1,17,0,0,24+ months,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
CUST_00047,61,19,19,1,7.115452536017008,3,-0.17,14,30,570,1,2,25.33143315946949,4.0,0,0.58,0.24,87,2,0,12-24 months,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
CUST_00048,72,44,15,6,20.195862385117863,4,0.05,8,10,440,1,0,30.04901318281916,3.0,1,0.46,0.06,17,3,0,24+ months,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
CUST_00049,63,11,12,2,17.357794918120742,6,-0.02,14,30,330,2,1,26.745246493339533,2.0,1,0.72,0.37,-44,1,1,6-12 months,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
CUST_00050,51,38,32,2,8.29113943673211,7,0.0,10,100,3800,1,2,28.09561459854149,3.0,0,0.86,0.2,47,2,0,24+ months,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True
CUST_00051,58,40,14,7,14.39385549280083,2,-0.01,14,20,800,1,0,6.585886462154875,5.0,0,0.47,0.26,-11,2,0,24+ months,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
CUST_00052,27,43,5,2,8.17725801847205,10,0.01,1,50,2150,0,2,23.97144827973592,3.0,0,0.58,0.43,52,0,0,24+ months,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False
CUST_00053,34,3,19,4,14.956605683514102,4,0.01,1,20,60,0,1,14.665058613879632,5.0,2,0.37,0.02,36,0,0,0-6 months,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
CUST_00054,34,16,25,5,30.97642132313397,4,0.1,6,100,1600,0,0,19.74267947652703,3.0,3,0.47,0.09,-22,1,0,12-24 months,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
CUST_00055,20,32,24,0,21.712668188491957,2,0.04,15,20,640,3,1,35.65475989048856,3.0,1,0.59,0.15,-3,3,0,24+ months,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST_00056,48,38,4,1,19.38887853212307,4,0.01,10,50,1900,1,1,28.65533318527303,5.0,1,0.71,0.1,-61,0,0,24+ months,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False
CUST_00057,68,9,32,6,16.181186299618698,4,0.09,15,50,450,0,2,30.974051105967675,4.0,0,0.47,0.12,60,0,0,6-12 months,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True
CUST_00058,18,41,22,3,22.34384180539017,5,0.14,4,10,410,0,2,23.503369709326435,4.0,0,0.1,0.18,28,0,0,24+ months,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False
CUST_00059,29,38,25,5,15.542769834235148,5,-0.17,0,50,1900,2,1,21.721395796459497,2.0,0,0.61,0.04,29,0,0,24+ months,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True
CUST_00060,56,5,46,0,2.45188400733597,5,-0.08,1,50,250,0,1,35.93881945559706,3.0,1,0.62,0.45,59,0,0,0-6 months,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False
CUST_00061,21,1,27,1,5.626137004810996,4,-0.22,3,10,10,1,2,22.506607114960165,3.0,0,0.59,0.4,-33,0,0,0-6 months,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
CUST_00062,59,35,25,6,11.15873803906122,3,0.01,25,20,700,0,2,33.26707232654894,4.0,0,0.88,0.37,39,1,1,24+ months,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False
CUST_00063,30,35,17,3,12.051570326421883,4,-0.06,13,20,700,0,1,36.28579911694359,2.0,0,0.67,0.07,94,0,0,24+ months,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False
CUST_00064,51,12,19,0,15.179540884293129,5,-0.12,9,10,120,1,3,33.16694971327691,4.0,0,0.32,0.01,33,1,0,6-12 months,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False
CUST_00065,59,36,7,0,23.3082550906363,6,0.02,23,30,1080,0,3,31.224061964874053,4.0,1,0.48,0.05,67,0,0,24+ months,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False
CUST_00066,38,21,20,5,17.727144801829468,4,-0.13,0,50,1050,1,2,17.062046825596674,3.0,0,0.45,0.23,0,1,0,12-24 months,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
CUST_00067,39,48,36,2,16.24636952831633,7,0.09,7,20,960,1,1,12.20311733225302,2.0,0,0.65,0.27,-39,0,0,24+ months,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False
CUST_00068,74,43,24,5,7.281570771729517,6,0.01,12,20,860,0,1,28.53677351179713,5.0,0,0.59,0.32,-2,2,0,24+ months,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
CUST_00069,21,8,42,0,13.922269262212849,2,-0.02,0,50,400,0,2,35.07518016065944,5.0,0,0.45,0.03,79,1,0,6-12 months,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
CUST_00070,35,27,25,5,10.657705746528642,2,0.04,12,20,540,0,1,24.2726440000758,4.0,0,0.81,0.27,100,2,0,24+ months,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST_00071,22,9,22,5,7.841616587790844,4,0.1,10,10,90,1,1,18.636644507647823,2.0,0,0.13,0.09,-33,2,0,6-12 months,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False
CUST_00072,36,28,18,6,1.0,5,0.01,9,30,840,0,1,25.85601605427897,4.0,0,0.43,0.38,1,1,0,24+ months,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False
CUST_00073,19,30,39,5,6.7153173810162485,5,-0.03,32,50,1500,1,1,31.371738338223714,3.0,0,0.79,0.04,53,3,0,24+ months,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
CUST_00074,29,14,15,7,27.21491300956673,3,-0.01,2,30,420,0,3,47.066245287046016,5.0,0,0.12,0.5,44,2,0,12-24 months,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
CUST_00075,34,23,12,6,23.158078444131448,8,0.13,35,50,1150,0,1,33.49090483245683,4.0,0,0.83,0.25,26,1,0,12-24 months,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
CUST_00076,27,29,11,1,9.025624677591097,4,-0.21,25,50,1450,1,0,19.291813740483427,2.0,1,0.47,0.42,1,0,0,24+ months,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True
CUST_00077,51,26,42,2,11.617056374949732,9,0.01,16,70,1820,0,1,25.00014652177512,3.0,0,0.64,0.44,15,3,0,24+ months,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
CUST_00078,23,22,21,0,32.60016552142086,1,0.22,25,50,1100,1,1,38.0296557615061,5.0,1,0.73,0.24,39,1,0,12-24 months,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
CUST_00079,25,15,20,6,31.66039279647501,2,0.15,33,20,300,0,1,20.81343047798432,5.0,1,0.58,0.03,-64,1,0,12-24 months,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
CUST_00080,68,51,25,2,16.508693873052273,1,0.06,8,20,1020,1,2,19.660778628381163,5.0,0,0.15,0.17,-42,1,0,24+ months,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False
CUST_00081,28,9,17,7,20.236770866722445,6,0.1,5,10,90,1,3,26.19862826385773,4.0,2,0.54,0.43,1,1,0,6-12 months,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
CUST_00082,74,26,12,3,17.08881608166477,6,0.36,3,20,520,0,2,16.607304116671422,3.0,1,0.19,0.45,10,1,0,24+ months,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
CUST_00083,29,17,11,1,12.80170590909252,6,0.05,2,20,340,0,1,23.123570376440576,3.0,0,0.49,0.48,5,3,0,12-24 months,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
CUST_00084,26,9,11,3,16.935084014882968,7,-0.05,7,50,450,0,1,8.736811836497063,4.0,1,0.19,0.13,39,2,0,6-12 months,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False
CUST_00085,19,3,0,1,19.412293070586703,7,0.21,15,20,60,1,0,16.225823143501692,3.0,1,0.13,0.03,88,0,0,0-6 months,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False
CUST_00086,25,57,20,4,22.368647298708677,6,0.05,4,50,2850,0,1,25.44715626778054,4.0,1,0.16,0.49,15,1,0,24+ months,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
CUST_00087,28,16,4,3,17.29903630165888,3,-0.25,17,100,1600,0,2,25.60697898790763,4.0,0,0.29,0.37,22,1,0,12-24 months,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False
CUST_00088,70,13,25,6,17.196418338992782,7,0.05,6,50,650,0,0,22.71849160008816,4.0,1,0.39,0.17,80,2,0,12-24 months,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
CUST_00089,53,26,28,4,6.145405880843796,5,0.1,2,50,1300,0,3,30.796739985777144,3.0,1,0.78,0.43,-27,0,0,24+ months,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False
CUST_00090,27,17,13,5,9.222364270439003,6,-0.12,9,30,510,0,0,26.81470176554447,5.0,0,0.13,0.05,61,0,0,12-24 months,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False
CUST_00091,38,32,23,2,2.3202353997671725,5,0.32,27,20,640,0,2,23.628089126455563,2.0,0,0.73,0.13,8,0,0,24+ months,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
CUST_00092,37,24,27,3,18.31386576641149,8,-0.07,1,10,240,0,3,27.0711804896054,3.0,0,0.16,0.13,-7,0,0,12-24 months,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
CUST_00093,65,54,35,0,11.002849942208208,9,-0.06,7,30,1620,0,1,10.191430871482094,3.0,0,0.82,0.06,75,1,0,24+ months,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
CUST_00094,25,57,16,5,13.60544438069796,5,0.16,0,20,1140,0,0,2.5319324904463336,3.0,0,0.68,0.49,35,2,0,24+ months,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True
CUST_00095,53,36,5,1,15.602439897373792,6,0.11,14,30,1080,0,3,30.23055931268139,2.0,0,0.61,0.29,16,1,0,24+ months,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
CUST_00096,46,53,10,7,17.110946962047787,4,0.05,20,30,1590,0,1,25.89525776295612,4.0,0,0.12,0.12,-13,2,0,24+ months,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
CUST_00097,59,22,3,7,1.6712679694356165,1,0.09,2,30,660,0,1,19.232957694719587,4.0,0,0.63,0.48,-33,0,1,12-24 months,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
CUST_00098,29,9,24,0,17.70185946050415,4,-0.03,1,20,180,0,1,8.936036829054027,4.0,0,0.29,0.12,-69,0,0,6-12 months,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True
CUST_00099,31,22,0,6,12.237442367433712,4,-0.05,0,20,440,0,1,22.648639723860573,5.0,0,0.77,0.46,24,2,0,12-24 months,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False
CUST_00100,65,41,9,0,21.16452613975216,3,-0.15,13,10,410,0,1,27.74311949020926,3.0,0,0.51,0.04,-4,0,0,24+ months,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False
CUST_00101,71,50,20,5,12.76019920449449,4,0.31,0,20,1000,1,0,23.78028914754693,1.0,0,0.14,0.19,-31,0,1,24+ months,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
CUST_00102,67,46,9,2,10.721935535974024,2,-0.18,35,50,2300,2,2,8.327003405376962,3.0,0,0.27,0.12,35,0,0,24+ months,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
CUST_00103,38,20,11,2,22.981659422951186,4,0.01,2,20,400,0,1,32.521991650587324,4.0,0,0.75,0.08,-3,0,0,12-24 months,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
CUST_00104,39,3,28,0,8.245176308779024,6,-0.18,9,20,60,0,1,18.69521803861428,3.0,0,0.13,0.24,13,2,0,0-6 months,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False
